ID	SOURCES	SEARCH_WORD	GENRES	CORPUS	PERIOD	REST_LEFT	NODE	REST_RIGHT	DATA_TYPE	ROOT_USE	USE	PATTERN	ENGLISH_GLOSS	WORD_ORDER	LU_PHRASE_TYPE	LEXICAL_UNIT	METANET_SOURCE_FRAMES	SUBMET	CXN_PATTERNS	FRAME_FAMILIES	PERIODS	PERIOD_RANGE	METAPHORS
sng_57	classical_malay	senang	prose	KSPL Yer 6:16	1870	.... jalan-jalan, camkanlah baik-baik dan bertanyalah akan jalan-jalan dahulukala di mana gerangan jalan yang betul, lalu hendaklah kamu menjalani dia, maka kamu akan <phr>beroleh</phr>	<w type=“target”>kesenangan</w>	<bp>hatimu</bp>, tetapi kata mereka itu: Tiada kami mau menjalani dia. Dan lagi Aku sudah mengangkat akan beberapa orang penunggu atas mereka itu, serta firmanKu: Dengarlah baik-.	ke_an	ke_an	m	beroleh NP	to (passively) get/receive NP	NA	vp	beroleh	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-noun	POSSESSION	1800s	1850-99	happiness is a possessable object
sng_58	classical_malay	senang	prose	KSPL Yer 31:2	1870	. Demikianlah firman Tuhan: Adapun mereka yang luput dari pada dimakan pedang, ia itu sudah mendapat kasihan, seperti di padang Tiah, tatkala orang Israel pergi akan <phr>mendapat</phr>	<w type=“target”>kesenangan</w>	bagi dirinya. Bahwa Tuhan sudah kelihatan kepadaKu dari jauh; tegal Aku mengasihi akan dikau dengan kasih yang kekal, sebab itu Aku membujuk engkau dengan kemurahanKu. ..	ke_an	ke_an	m	mendapat NP	to get NP	NA	vp	dapat	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-dobj	POSSESSION	1800s	1850-99	happiness is a possessable object
sng_59	classical_malay	senang	prose	KSPL Yer 45:3	1870	. akan halmu, hai Barukh! Katamu begini: Wai bagiku sekarang, karena Tuhan sudah menambahi kedukaanku lagi dengan sengsara; penatlah aku berkeluh kesah dan tiada aku <phr>mendapat</phr>	<w type=“target”>kesenangan</w>	. Begini hendaklah kaukatakan kepadanya: Demikianlah firman Tuhan: Bahwasanya barang yang telah Kubangunkan itu Kurombak pula dan barang yang telah Kutanam itu pun .......	ke_an	ke_an	m	mendapat NP	to get NP	NA	vp	dapat	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-dobj	POSSESSION	1800s	1850-99	happiness is a possessable object
sng_6	classical_malay	senang	prose	BSK 393/106	1770	........ akan diri hamba sekalian maka hidup dengan segala selamat sampai zaman sekarang melainkan Tanah Bima jua. Maka betapalah patik sekalian yang boleh <phr>mencari</phr> kebaikan dan	<w type=“target”>kesenangan</w>	kepada tanah yang lain-lain lagi, maka yaitu pada waktu sekarang adalah bertambah-tambah hati hamba sekalian tetap dengan kesukaan dan keridaan serta mengucap syukur ....	ke_an	ke_an	m	mencari NP	to search for NP	NA	vp	cari	PURSUE	ATTEMPTING TO BE HAPPY IS SEARCHING/PURSUING A DESIRED OBJECT	S-verb_T-dobj	MOTION	1700s	1750-99	happiness is a desired goal
sng_60	classical_malay	senang	prose	KSPL Zak 8:10	1870	..... dengan sekarang kaabah itu disudahkan? Karena dahulu dari pada hari itu manusia tiada mendapat upah pekerjaannya dan binatang pun tiada mendatangkan hasil, dan <phr>tiadalah</phr>	<w type=“target”>kesenangan</w>	<phr>bagi</phr> orang yang keluar atau masuk, dari karena musuh dan segala manusia pun mengusik seorang akan seorang. Tetapi sekarang Aku bagi orang yang lagi tinggal dari pada ....	ke_an	ke_an	m	tiadalah NP	there exists no/be no NP	NA	vp	tiadalah	BEING ABSENT FROM A LOCATION	INEXISTENCE OF HAPPINESS IS ABSENCE OF AN OBJECT AT A LOCATION	T-subj_S-verb	LOCATION	1800s	1850-99	happiness is a located object
sng_61	classical_malay	senang	prose	Pah 31:19	1880	..... paduka adinda ‹me›milik negeri ini kelak, kerana ‹sekalian› isi negeri ini sudah tiada tertanggung lagi azabnya. Dan jikalau ke bawah kaus hendak <phr>bersemayam di dalam</phr> <phr>takhta</phr>	<w type=“target”>kesenangan</w>	, pulangkanlah kepada hamba Tengku bertiga beradik; hamba tua, Tok Kaya Chenor dan hamba tua Tok Kaya Temerloh. Maka di atas hamba Tengku bertigalah. Mustahillah tiada ...	ke_an	ke_an	m	bersemayam di dalam takthta NP	to lie/reside inside the throne of NP	NA	vp	bersemayam	BEING IN A BOUNDED REGION	EXPERIENCING HAPPINESS IS BEING IN A BOUNDED REGION	S-verb_prep_T-noun	LOCATION	1800s	1850-99	happiness is a location
sng_61	classical_malay	senang	prose	Pah 31:19	1880	..... paduka adinda ‹me›milik negeri ini kelak, kerana ‹sekalian› isi negeri ini sudah tiada tertanggung lagi azabnya. Dan jikalau ke bawah kaus hendak <phr>bersemayam di dalam</phr> <phr>takhta</phr>	<w type=“target”>kesenangan</w>	, pulangkanlah kepada hamba Tengku bertiga beradik; hamba tua, Tok Kaya Chenor dan hamba tua Tok Kaya Temerloh. Maka di atas hamba Tengku bertigalah. Mustahillah tiada ...	ke_an	ke_an	m.multi	takhta NP	throne of NP	NA	np	takhta	BEING AT A HIGH LOCATION	HAPPINESS IS UP	S-noun_T-noun	LOCATION	1800s	1850-99	happiness is up
sng_62	classical_malay	senang	prose	CJen.B 56:5	1900	.. padi, tembakau, gambir, ikan dan lain-lainnya; adalah berharga kadar lima puluh derham. Maka sangatlah kesukaan hati Pak Belalang menerima hadiah mereka itu, <phr>dengan</phr> <phr>beberapa</phr>	<w type=“target”>kesenangan</w>	ia makan anak-beranak, Kalakian, tersebutlah Raja Indera Maya di dalam negeri itu; pada suatu malam kecurianlah baginda tujuh biji peti yang berisi emas, intan, derham ..	ke_an	ke_an	m.quant.multi	beberapa NP	several NP	NA	quantifiers	beberapa	QUANTITY	INTENSITY OF HAPPINESS IS QUANTITY OF AN OBJECT	S-quant_T-noun	SCALE	1900s	1900-49	intensity of happiness is quantity of object
sng_63	classical_malay	senang	prose	CJen.L 87:30	1900	Dan lihatlah oleh Tuanku rupa dan pakaian patik ini semuanya sudah berubah diberi oleh malaikat orang tua patik, kerana orang tua patik keduanya <phr>dikurniai</phr> Allah ta`ala <phr>tempat</phr>	<w type=“target”>kesenangan</w>	"<phr>di negeri akhirat</phr>."" Maka titah baginda, ""Jika demikian, adakah engkau mendengar khabar ayahanda dan bundaku yang telah mangkat itu?"" Maka sembah Si-Luncai, ""Bukannya ...."	ke_an	ke_an	m	tempat NP	place/location of NP	NA	np	tempat	LOCATIVE_RELATION	EXISTENCE OF HAPPINESS IS PRESENCE OF AN OBJECT AT A LOCATION	S-noun_T-noun	LOCATION	1900s	1900-49	happiness is a located object
sng_67	classical_malay	senang	tracts_&_manuals	Tkbr 2:11	1820	. hurufnya jīm, maka adalah akan alamatnya itu akan mendapat kemuliaan atasnya. Dan lagi jika mimpi daripada malam Sabtu dan hurufnya hā, maka adalah akan alamatnya akan <phr>mendapat</phr>	<w type=“target”>kesenangan</w>	daripada akhirat. WalLāhu a`lām. Dan lagi jika mimpi daripada malam Sabtu dan akan hurufnya khā, maka adalah alamatnya itu baik atasnya. WalLāhu a`lām. Dan lagi jika ....	ke_an	ke_an	m	mendapat NP	to get NP	NA	vp	dapat	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-dobj	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_68	classical_malay	senang	tracts_&_manuals	Tkbr 16:2	1820	adalah akan alamatnya itu akan beroleh laba dengan perlahan-lahan atasnya. Dan lagi jika mimpi daripada malam Isnin dan akan hurufnya itu fā, maka adalah alamatnya akan <phr>mendapat</phr>	<w type=“target”>kesenangan</w>	daripadanya. Dan lagi jika mimpi daripada malam Isnin dan akan hurufnya itu qāf, maka adalah akan alamatnya itu akan beroleh kerugian atasnya. Dan lagi jika mimpi .......	ke_an	ke_an	m	mendapat NP	to get NP	NA	vp	dapat	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-dobj	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_69	classical_malay	senang	tracts_&_manuals	Tkbr 26:6	1820	. maka adalah akan alamatnya itu akan susah adanya. Dan lagi jika mimpi daripada malam Arba` (maka adalah) dan hurufnya itu rā, maka adalah akan alamatnya akan <phr>beroleh</phr> rezeki dan	<w type=“target”>kesenangan</w>	atasnya. Dan lagi jika mimpi daripada malam Arba` dan akan hurufnya itu zāi, maka adalah akan alamatnya itu akan mendapat susah panjang adanya. Dan lagi jika mimpi ......	ke_an	ke_an	m	beroleh NP	to (passively) get/receive NP	NA	vp	beroleh	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-noun	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_72	classical_malay	senang	letters_&_documents	PBanj 88:15	1780	... dengan lagi kelihatan keenakan dengan kebaikan tanah Jawa(h) yang ada di bawah perintah Kompeni, sahaya ini beri tahu sahaya tiada kuat pegang sahaya <phr>punya</phr> kedudukan dengan 	<w type=“target”>kesenangan</w>	lagi dengan lagi mencari kebaikan Banjarmasin dengan orangnya segala2. Ini surat daripada Ratu Anum Isma`il kita mengikut surat perjanjian Tuan Sultan Sulaiman ..........	ke_an	ke_an	m	punya NP	to own/possess/have NP	NA	vp	punya NP	POSSESSION	EXPERIENCING HAPPINESS IS POSSESSING AN OBJECT	S-verb_T-dobj	POSSESSION	1700s	1750-99	happiness is a possessable object
sng_73	classical_malay	senang	letters_&_documents	WSumB 1:22	1790	.. Komandur baharu ini yang bernama Mester Filipus Johanes van der Steng,* dengan pertolongan Allah juga akan berdamai-damaian pada pihak <phr>mencari jalan yang kebajikan dan kepada</phr>	<w type=“target”>kesenangan</w>	kepada nagari dan kepada segala orang2 serta bagaimana ada keadaan perintah Tuan Komandur Cristian Hendrik van Eraf yang pulang itu pula adanya. Syahdan maka adalah .....	ke_an	ke_an	m	jalan yang kepada NP	street/way that towards NP	NA	np	jalan	PHYSICAL PATH	HAPPINESS IS A DESTINATION/LOCATION	S-noun_REL_prep_T-noun	MOTION	1700s	1750-99	happiness is a desired goal
sng_75	classical_malay	senang	letters_&_documents	PBanj 150:5	1790	..... sekalian raja2 dan menteri2 itu telah cukuplah ia serta menanggung mengikhtiarkan seboleh-bolehnya yang akan menjadi maslahat kebajikan dengan peliharaan yang <phr>medatangkan</phr>	<w type=“target”>kesenangan</w>	dan keringanan kepada sekalian rakyat2 Tuan Sultan pada tiap2 negeri dan desa2 itu seperti memeliharakan badannya sendiri supaya menjadi ramai pencarian orang2 kecil dan	ke_an	ke_an	m	mendatangkan NP	to cause NP to come	NA	vp	datangkan	FORCED MOTION	CAUSING HAPPINESS IS CAUSED MOTION OF AN OBJECT TO A LOCATION	S-verb_T-dobj	MOTION	1700s	1750-99	happiness is a possessable object
sng_76	classical_malay	senang	letters_&_documents	WBima L 3:7	1790	... putih perintah dari Kompeni. Lagi pun, Paduka Raja Bima dengan amat kesukaan dijunjungnya perintah daripada Yang Maha Mulia akan menujukan jalan yang kebaikan, akan <phr>memberi</phr>	<w type=“target”>kesenangan</w>	kepada  Raja Bima dan Tanah Bima adanya. Syahdan lagi Paduka Raja Bima telah mendapat perintah daripada Tuan Gurnadur di Mangkasar sebab disuruh suatu kici akan dimuatkan	ke_an	ke_an	m	memberi NP	to give NP	NA	vp	beri	TRANSFER SCENARIO	CAUSING HAPPINESS IS OBJECT TRANSFER	S-verb_T-dobj	POSSESSION	1700s	1750-99	happiness is a possessable object
sng_77	classical_malay	senang	letters_&_documents	SRN 47:1	1790	........ India atas tanah Betawi, syahdan dilanjutkannya kiranya usia umur zamannya, maka dikekalkan Allah di atas martabat singgahsana kebesarannya dan kemuliaan, akan <phr>mencarikan</phr>	<w type=“target”>kesenangan</w>	dan kesentosaan sekalian orang yang ada bernaung di bawah zillullāh takhta kebesarannya dan kemuliaannya muzakar ad-dahar wa 'l-zaman dan segala hamba Allah yang ........	ke_an	ke_an	m	mencarikan NP X	to search for NP for X	NA	vp	carikan	PURSUE	ATTEMPTING TO BE HAPPY IS SEARCHING/PURSUING A DESIRED OBJECT	S-verb_T-obj-1_obj-2	MOTION	1700s	1750-99	happiness is a desired goal
sng_78	classical_malay	senang	letters_&_documents	SRN 49:4	1800	..... kepada Tuan Jenderal dan segala Raad van India di Betawi sebab kami mendengar telah berdamailah tanah Welanda dan tanah Inggris daripada peperangannya, hubaya-hubaya <phr>beroleh</phr>	<w type=“target”>kesenangan</w>	sekalian orang kecil. Syahdan kami memberi maklum kepada Tuan yang maha mulia kepada selikur hari bulan Mei tahun 1802 maka kami berlayar ke Mangkasar bertemu [...] .....	ke_an	ke_an	m	beroleh NP	to (passively) get/receive NP	NA	vp	beroleh	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-noun	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_79	classical_malay	senang	letters_&_documents	SRN 49:5	1800	permulaannya datang kepada kesudahannya. Maka kami harap kepada Tuan Gubernur beserta dengan pengharapan kami kepada Kompeni, barang juga bicara kebajikan sepatutnya akan <phr>memberi</phr>	<w type=“target”>kesenangan</w>	tanah Selebes sertalah kami tetap kami pinta dengan beberapa boleh jangan apalah kiranya Tuan Gubernur menyudahkan pekerjaan itu kepada jalan yang memberi malu dan ......	ke_an	ke_an	m	memberi NP	to give NP	NA	vp	beri	TRANSFER SCENARIO	CAUSING HAPPINESS IS OBJECT TRANSFER	S-verb_T-dobj	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_8	classical_malay	senang	prose	Abd.PK 39	1830	Maka sebab itulah tinggal mereka itu dalam miskin dan malas dalam sepanjang `umurnya. Maka apabila tetaplah fikiran sahaya, inilah sebabnya negeri itu tiada boleh orang <phr>mendapat</phr>	<w type=“target”>kesenangan</w>	dan kesentosaan <phr>dalamnya</phr>, karena kurang baik perintahnya. Maka sekalian perkara yang tersebut ini telah datang dari sebab kejahatan dan kebebalan raja2nya sahaja. Maka ..	ke_an	ke_an	m	mendapat NP	to get NP	NA	vp	dapat	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-dobj	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_80	classical_malay	senang	letters_&_documents	Wrkh 40:7	1810	........ oleh raja dahulu-dahulu sudah beta kerjakan, dan beberapa belanja beta adakan menghasilkan segala kehendaknya. Maka tiada juga timbul kebajikan kepadanya dan tiada <phr>dapat</phr>	<w type=“target”>kesenangan</w>	dan tiada boleh lapas daripada kesusahan dan kesakitan yang tiada berputusan. Maka sebagai juga ia mencahari jalan hendak bubuh salah atas beta, serta tiada pula ia .....	ke_an	ke_an	m	dapat NP	to get NP	NA	vp	dapat	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-dobj	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_81	classical_malay	senang	letters_&_documents	Minto 14	1810	...... dan menyamun dan merampas dan membunuh orang, serta mengambili hartanya karena (maha) Maharaja itu asal dan perangainya baik, hanya dikehendakkan segala mereka itu <phr>di dalam</phr>	<w type=“target”>kesenangan</w>	dan kebaikan, senen tiasa di bawah benderanya. Maka hendaklah segala orang yang (a) ada bersahabat betul dengan orang Inggris, jangan melanggar Perangsis dan Belanda ....	ke_an	ke_an	prepo	di dalam NP	inside of NP	NA	pp	di dalam	BOUNDED REGION	EXPERIENCING HAPPINESS IS BEING IN A BOUNDED REGION	S-prep_T-noun	LOCATION	1800s	1800-49	happiness is a location
sng_82	classical_malay	senang	letters_&_documents	Minto 20	1810	.... harganya melainkan ia membayar dengan emas perak wang yang betul. Maka segala orang yang suka membawak perbekalan dan ketolongan itu boleh ia <phr>melihat</phr> dan <phr>merasai</phr> <colloc>kesukaan</colloc> dan	<w type=“target”>kesenangan</w>	kepada kemendian harinya. Adapun siapa orang yang hendak beserta dengan Inggris boleh Maharaja Guwernur Jeneral menyuruh mengawalkan dan menjagakan tetapi hendaklah .....	ke_an	ke_an	m	melihat NP	to see/look NP	NA	vp	lihat	SEEING	HAPPINESS IS SEEN OBJECT	S-verb_T-dobj	PERCEPTION	1800s	1800-49	happiness is an (un)veiled object
sng_82	classical_malay	senang	letters_&_documents	Minto 20	1810	.... harganya melainkan ia membayar dengan emas perak wang yang betul. Maka segala orang yang suka membawak perbekalan dan ketolongan itu boleh ia <phr>melihat</phr> dan <phr>merasai</phr> <colloc>kesukaan</colloc> dan	<w type=“target”>kesenangan</w>	kepada kemendian harinya. Adapun siapa orang yang hendak beserta dengan Inggris boleh Maharaja Guwernur Jeneral menyuruh mengawalkan dan menjagakan tetapi hendaklah .....	ke_an	ke_an	m.multi	merasai NP	to taste NP	NA	vp	rasai	TASTE	EXPERIENCING HAPPINESS IS GUSTATORY PERCEPTION	S-verb_T-dobj	PERCEPTION	1800s	1800-49	happiness is food
sng_84	classical_malay	senang	letters_&_documents	Wrkh 64:3	1810	......... akan menyampaikan untung pada perbuatannya di Europa yang terlebih besar dengan negeri Holandah sudah didirikan serta menetapkan kembali negeri serta sudah <colloc>berdamai</colloc> dan	<w type=“target”>kesenangan</w>	<phr>di dalam</phr> dunia. Dan lagi kapan kita ingat daripada hak Inggeris sekarang sudah ada di tanah Jawa dan Madura lebih empat tahun serta ia bercampur tinggal dekat sama-sama .	ke_an	ke_an	prepo	NP di dalam X	NP be inside X	NA	pp	di dalam	BOUNDED REGION	HAPPINESS IS AN ENTITY IN A BOUNDED REGION	T-noun_S-prep	LOCATION	1800s	1800-49	happiness is a contained entity
sng_85	classical_malay	senang	letters_&_documents	Wrkh 64:3	1810	.. merasa dengan sebetulnya iaitu bagaimana rasanya kita sendiri. Dan lagi daripada hal akal besar kupernement Inggeris ia mau <phr>cari</phr> ketatapan sekalian <colloc>negeri</colloc> serta <colloc>berdamaian</colloc> dan	<w type=“target”>kesenangan</w>	<phr>antara</phr> sekalian orang, maka tuan Panembahan tentu boleh melihat yang perbuatan kita ada dengan peringatan dan pikiran hati yang adil dan kasihan. Dan lagi daripada hal ..	ke_an	ke_an	m	cari NP	to search for NP	NA	vp	cari	PURSUE	ATTEMPTING TO BE HAPPY IS SEARCHING/PURSUING A DESIRED OBJECT	S-verb_T-dobj	MOTION	1800s	1800-49	happiness is a desired goal
sng_86	classical_malay	senang	letters_&_documents	Gold 17:2	1810	... melainkan tuan Lubtenan Gapernur yang baharu nanti juga bicarakan yang baik2 kepada Gapernament yang lagi hendak menggantikan pada Gapernament sekarang pada hal kebajikan dan	<w type=“target”>kesenangan</w>	saya <phr>yang boleh dipeliharakan</phr> selama2nya. Maka di dalam Seri Paduka Tuan punya sayang hati dan tolong pelihara atas diri kita maka saya baik2 bilang terima kasih. Tiada .	ke_an	ke_an	m	NP yang dipeliharakan	NP that be taken care of/maintained	NA	vp	peliharakan	PROTECTING	MAINTAINING HAPPINESS IS PROTECTING AN OBJECT	T-noun_REL_S-verb	HARM	1800s	1800-49	happiness is an imperilled entity
sng_87	classical_malay	senang	letters_&_documents	Gold 17:3	1810	. hendak sahabat bersahabat selama2nya. Maka Seri Paduka Tuan mintak kepada Tuhan seru sekalian alam berilah saya tinggal baik dengan segala selamat serta <phr>mendapat</phr> <colloc>kauntungan</colloc> dan	<w type=“target”>kesenangan</w>	. Jika besok Seri Paduka Tuan dapat khabar yang saya sudah dapat bahagian akan yang demikian, niscayalah Seri Paduka Tuan baik suka hati yang tiada lagi tambahan. Maka ...	ke_an	ke_an	m	mendapat NP	to get NP	NA	vp	dapat	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-dobj	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_88	classical_malay	senang	letters_&_documents	SRN 8:4	1810	jua dan terpeliharakan. Lagi yang tersebut dalam waraqat al-sharīfah itu sahabat saudara kita Sri Paduka Tuan Besar hendak membuat aturan yang beraturan akan <phr>memberi</phr> <colloc>kebajikan</colloc> dan	<w type=“target”>kesenangan</w>	atas kita dan anak kita dan kaum keluarga kita itu. Maka telah mufakatlah Paduka Tuan Komisaris dengan anak kita Paduka Tuan Sultan dan serta kita menghatur akan aturan .	ke_an	ke_an	m	memberi NP	to give NP	NA	vp	beri	TRANSFER SCENARIO	CAUSING HAPPINESS IS OBJECT TRANSFER	S-verb_T-dobj	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_89	classical_malay	senang	letters_&_documents	Farq 87:20	1820	kepada hati kita melainkan Tuhan Allah juga yang mengetahuinya hati kita kepada ayahanda sahabat kita itu. Maka kita pohonkah kepada Tuhan azza wa-jalla barang diberinya <phr>tempat</phr>	<w type=“target”>kesenangan</w>	dan kesentosaan dan kebajikan selama-lamanya. Syahadan lagi sahabat kita nyatakan kepada kita yang sahabat kita minta kepada kita antara kita dengan sahabat kita ........	ke_an	ke_an	m	tempat NP	place/location of NP	NA	np	tempat	LOCATIVE_RELATION	EXISTENCE OF HAPPINESS IS PRESENCE OF AN OBJECT AT A LOCATION	S-noun_T-noun	LOCATION	1800s	1800-49	happiness is a located object
sng_92	classical_malay	senang	letters_&_documents	Farq 105:10	1820	minta kehidupan dan ketetapan, dan adalah darihal negeri Palembang tidak kita peduli. Apa juga dengan perintah sahabat kita Tuan Besar, asal kita <phr>dapat</phr> <colloc>kehidupan</colloc> dan <colloc>ketetapan</colloc>	<w type=“target”>kesenangan</w>	dengan segala rakyat kita. Haraplah kita semata-mata cinta kasih pertolongan sahabat kita Tuan Besar sama kita. Dan lagi adalah daripada hal kita dengan segala ..........	ke_an	ke_an	m	dapat NP	to get NP	NA	vp	dapat	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-dobj	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_94	classical_malay	senang	letters_&_documents	WBrn 15:16	1820	supaya bertambatan tali muafakat antara kita dengan sahabat kita, maka dipohonkan ke hadrat Tuhan azzawajalla barang dilanjutkan jua kiranya usia umur zamannya serta <phr>bertambah2</phr>	<w type=“target”>kesenangan</w>	dan ke[b]ajikan <phr>di dalam</phr> sihat dan afiat selama-lamanya āmīn thumma āmīn. Wabadahu daripada itu barang mafhum kiranya sahabat kita perihal kita melayangkan sahifat al-...	ke_an	ke_an	m	NP bertambah-tambah	NP keeps on increasing	pred_subj	vp	bertambah-tambah	QUANTITY	MORE INTENSE HAPPINESS IS MORE QUANTITY OF AN OBJECT	S-verb_T-noun	SCALE	1800s	1800-49	intensity of happiness is quantity of object
sng_95	classical_malay	senang	letters_&_documents	WBrn 15:25	1820	..... dalamnya, telah menerima kasih kita banyak2 daripada mendengar sahabat kita di dalam sihat dan afiat. Maka senantiasa kita minta doa barang <phr>dikekalkan jua kiranya di dalam</phr>	<w type=“target”>kesenangan</w>	selama-lamanya. Syahadan bahawa adalah kita menyuruhkan Pengiran Tajuddin dan Anahoda Hasanuddin dan Anahoda Jalaluddin dengan sebuah perahu yang kecil mendapatkan ......	ke_an	ke_an	prepo	di dalam NP	inside of NP	NA	pp	di dalam	BOUNDED REGION	EXPERIENCING HAPPINESS IS BEING IN A BOUNDED REGION	S-prep_T-noun	LOCATION	1800s	1800-49	happiness is a location
sng_96	classical_malay	senang	letters_&_documents	WBrn 16:12	1820	... kasad dan maksud segala kerabatnya bayn al-qarīb wa-al-ba`īd, mudah-mudahan dilanjutkan Tuhan Al[l]ah al-Rahman usyia umur zamannya di dalam sihat dan afiat serta <phr>bertambah2</phr>	<w type=“target”>kesenangan</w>	, barang dikekalkan kiranya di dalam tā`at Allāh wa rasūlih āmīn thumma āmīn . Wabadahu daripada itu barang maklum kiranya sahabat kita perihal kita melayangkan warkat al-	ke_an	ke_an	m	NP bertambah-tambah	NP keeps on increasing	pred_subj	vp	bertambah-tambah	QUANTITY	MORE INTENSE HAPPINESS IS MORE QUANTITY OF AN OBJECT	S-verb_T-noun	SCALE	1800s	1800-49	intensity of happiness is quantity of object
sng_97	classical_malay	senang	letters_&_documents	SRN 9:5	1820	di dalam dunia, maka senantiasa harap tulus ikhlas cinta sayang Sri Paduka Guvernement van Nederland yang bangsawan juga jadi pengharapan kita semata-mata pada <phr>jalan</phr> kebajikan dan	<w type=“target”>kesenangan</w>	hingga sampai kepada waris kita yang muta´akhkhirin senantiasa ganti-berganti di bawah pernaungan Sri Paduka Gupernement van Nederland India adanya. Tambahkan pula dari .	ke_an	ke_an	m	jalan NP	street/way of NP	NA	np	jalan	PHYSICAL PATH	HAPPINESS IS A DESTINATION/LOCATION	S-noun_T-noun	MOTION	1800s	1800-49	happiness is a desired goal
sng_98	classical_malay	senang	letters_&_documents	SRN 11:4	1820	.. yang sepenuh-penuh, tolong daripada Sri Paduka Yang Dipertuan Besar. Sebermula perkara yang tersebut di dalam waraqat al-musyyrikah aturan yang baharu ini <phr>memberi</phr> kebajikan dan	<w type=“target”>kesenangan</w>	atas saya dan sekalian Raad negeri Palembang. Maka mufakatlah Paduka Tuan Komisaris dengan saya serta Sri Paduka Ayahanda mengatur dari aturan maksud yang memberi faedah	ke_an	ke_an	m	memberi NP	to give NP	NA	vp	beri	TRANSFER SCENARIO	CAUSING HAPPINESS IS OBJECT TRANSFER	S-verb_T-dobj	POSSESSION	1800s	1800-49	happiness is a possessable object
root_5	classical_malay	bahagia	prose	AHmz 362:28 .....	1380	empty_left	"kotanya. Setelah kedengaranlah kepada segala kafir itu bahawa Tuan Puteri Mihran Negara sudah keluar, mereka pun menampar-nampar dada sambil berkata, ""Wah, sayang sekali, <w function=""nom"" type=""target"">bahagia</w> <phr n=""a1"" ana=""m"">datang</phr> ke tempat kita, maka lepas pula."" Maka kata Bakhtik, ""Ke mana perginya dia dapat lepas dari tangan kita?"" Kemudian oleh Bakhtik diisyaratkannya kepada Malik Bahaman,"	empty_right	root	nom	m	NP datang	NP comes/arrives	NA	vp	datang	MOTION TO A LOCATION	HAPPINESS IS A MOVING OBJECT	T-subj_S-verb	MOTION	1300s	1350-99	happiness is a moving object
root_6	classical_malay	bahagia	prose	AHmz 430:23	1380	empty_left	"seorang laki-laki mengatakan dirinya saudara kepada Hamzah, jika anakku kabul akan dia, kuberikanlah anakku jadi isterinya."" Maka kata Rabi`ah Falas, ""Di manakan hamba <phr n=""p1"" ana=""m"">beroleh</phr> <w function=""nom"" type=""target"">bahagia</w> bersuamikan Amir Hamzah; tetapi jika saudara kepada Hamzah pun hamba peroleh, berbahagialah hamba namanya."" Maka perempuan yang disuruh itu pun menyembahkan segala kata-...."	empty_right	root	nom	m	beroleh NP	to (passively) get/receive NP	NA	vp	beroleh	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-noun	POSSESSION	1300s	1350-99	happiness is a possessable object
root_7	classical_malay	bahagia	prose	AHmz 484:39	1380	empty_left	"Raja Nusyirwan pun menundukkan kepalanya berdiam diri. Ketika itu Bakhtik pun datang menghampiri Raja Nusyirwan serta berdatang sembah, ""Ya syah alam, dari mana lagi <phr n=""p1"" ana=""m"">diperoleh</phr> <w function=""nom"" type=""target"">bahagia</w> demikian ini, sementara terikat Arab ini, segeralah tuanku suruh penggal lehernya."" Setelah Amir Hamzah tahulah bahawa kafir itu hendak berbuat khianat dan hendak membunuh ."	empty_right	root	nom	m	NP diperoleh	NP be gotten/acquired	pred_subj	vp	peroleh	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-noun	POSSESSION	1300s	1350-99	happiness is a possessable object
