period	words	title	genre	left	node	right	form	period_short
1900	senang	Imam 341:37	newspapers	... kehidupan yang boleh mengeyangkan dan tempat yang boleh melelapkan. Tiada hendak mereka itu bersungguh-sungguh dan bersegera daripada lain bangsa pada <phr>mencari</phr> kelebihan dan	<w type=“target”>kesenangan</w>	. Kerana menunggu apa yang dibawa akan oleh qadak dan qadar sahaja. Tetapi manakala mendapat seseorang jalan yang boleh memberi kebinasaan saudaranya yang tiada ..........	nominalised	1900s
1900	senang	Imam 342:7	newspapers	. mereka itu akan kekuatan dan kemegahan mereka itu mereka itu sahaja. Di dalam hal yang mereka itu leka dengan bermusuh bersama sendiri. Datanglah bangsa yang lain <phr>menelan akan</phr>	<w type=“target”>kesenangan</w>	mereka itu dan mengumpulkan segala musalih mereka. Adakala sampai memiliki ia akan negeri dan tanah air mereka itu. Dengan tiada siapa yang melarang akan dia. Oleh ......	nominalised	1900s
1900	senang	Imam 355:3	newspapers	... segala perkakas yang boleh membangunkan dia dan hilanglah juga ia seperti hilang hari yang lalu. Tiada menjadi hairan kerana ingkar kebajikan itu <phr>menghilangkan</phr> kebesaran dan	<w type=“target”>kesenangan</w>	. §	nominalised	1900s
1900	senang	Imam 364:18	newspapers	..... pengikutnya dan hulubalang pahlawannya mentadbir mereka itu akan segala ehwalnya dan pekerjaannya dan menghalau mereka itu dengan kepandaian dan kebiasaannya kepada <phr>jalan</phr>	<w type=“target”>kesenangan</w>	dan kelepasan. Dan apabila adalah umat itu seumpama kanak-kanak ia bermain api dan berjalan kepada padang kelalaian dan berkinja-kinja di dalam kandang kemalasan maka ...	nominalised	1900s
1900	senang	Imam 488:38	newspapers	..... Dan bermula orang yang tiada mau mengangkatkan suara pada mendatangkan muslihat bagi watannya kerana takut akan dihinakan oleh orang yang ajnabi akan dia dan <phr>diubahkannya</phr>	<w type=“target”>kesenangan</w>	dengan kesusahan dan kekayaan dengan kemiskinan maka sekalian mereka itu pada hakikatnya ialah orang yang hina dan miskin dan kekal ia selama-lamanya pada yang demikian .	nominalised	1900s
1900	senang	Imam 375:3	newspapers	.. manfaat kepada khusus dirinya kerana tiada berdiri pekerjaan melainkan dengan rakyat dan tiada didapat akan rakyat melainkan dengan pandai mentadbirkan pekerjaan yang <phr>memberi</phr>	<w type=“target”>kesenangan</w>	kepada mereka itu kerana jika ada kesenangan di dalam tempat kita nescaya bertimpa-timpa orang kepadanya. §	nominalised	1900s
1900	senang	Imam 375:3	newspapers	berdiri pekerjaan melainkan dengan rakyat dan tiada didapat akan rakyat melainkan dengan pandai mentadbirkan pekerjaan yang memberi kesenangan kepada mereka itu kerana jika <phr>ada</phr>	<w type=“target”>kesenangan</w>	<phr>di dalam</phr> tempat kita nescaya bertimpa-timpa orang kepadanya. §	nominalised	1900s
1900	senang	Imam 377:34	newspapers	... selama hidupnya dan bangsa meninggalkan ia bagi demikian itu kepada anak cucunya dan keturunannya hal keadaannya dengan mengharap ia akan keturunanNya <phr>menambah</phr> keelokan dan	<w type=“target”>kesenangan</w>	dan kesempurnaan dan membaharui fikiran dan tadbir kemudian daripadanya. Maka jika demikian nyatalah umatlah itu seumpama pohon-pohon kayu yang tumbuh di atas bumi dan ..	nominalised	1900s
1900	senang	Imam 384:3	newspapers	..... bersalah-salahan faham dan berjauh-jauhan fikiran yang membawa kepada perseteruan yang berbekas pada kepatutan dunia mereka itu maka ialah sebab yang besar pada <phr>merosakkan</phr>	<w type=“target”>kesenangan</w>	yang umum dan tercabutlah segala harta daripada yang empunya hak dengan beberapa jalan daripada fitnah dan bantahan dan durjana daripada mulut segala mereka yang ........	nominalised	1900s
1900	senang	Imam 384:8	newspapers	........ mulut segala mereka yang bertabiat dengan demikian itu atau bawaan tubuh badan mereka itu yang menyampaikan kepada raja-raja dan segala yang memerintah maka <phr>tercabutlah</phr>	<w type=“target”>kesenangan</w>	hamba Allah dengan jalan zalim dan aniaya, istimewa pula jika raja itu tamak maka jatuhlah umat itu ke dalam kalian kebinasaan, maka jika adalah mereka itu demikian .....	nominalised	1900s
1900	senang	Imam 387:12	newspapers	....... dan bertimang-timangan dan berkahwin laki-laki mereka itu dengan segala perempuan mereka itu dan merasai mereka itu akan beberapa kesukaran dan kesusahan kerana <phr>mencari</phr>	<w type=“target”>kesenangan</w>	yang menyampaikan hajat masing-masing dan bertolong-tolong mereka itu ada pekerjaan yang sukar-sukar dengan perhimpunan yang banyak hal keadaan gemar daripada mereka itu	nominalised	1900s
1900	senang	Imam 389:15	newspapers	.... suap yang lain, menyatakan daripada tafaut makanan pada pihak benda itu dan perbuatannya pula maka ambil kita pandang bagi barang yang hasil dengan dia daripada nikmat dan	<w type=“target”>kesenangan</w>	dengan halus pakaian dan elok parasnya segala muka yang cantik dan durjana yang bernas dan makanan yang lazat cita rasanya maka adalah yang demikian itu amat sedikit dan	nominalised	1900s
1900	senang	Imam 391:7	newspapers	..... setengah atas setengahnya dan menolong pada memeliharakan haknya dan mengambil manfaat kita daripada tanah air kita hingga bahawa <phr>zahir pada</phr> sekalian umat itu kesukaan dan	<w type=“target”>kesenangan</w>	dan kerelaan sebagaimana kata hukkumah. Empat perkara berhajat kepada empat perkara. Kesukaan itu berhajat kepada sentosa dan kemuliaan itu berhajat kepada adab dan akal	nominalised	1900s
1900	senang	Imam 391:29	newspapers	.... asraf dan berlebih-lebihan maka betapakah hal? Ialah dahi Allah hal yang jika tiada kerana cita-cita dan pengharapan pada berubah nescaya <phr>menuntut segera oleh manusia akan</phr>	<w type=“target”>kesenangan</w>	"dengan membinasakan nyawa-nyawa mereka itu dengan segala tangan mereka itu. Pada Menyatakan Adil dan Zalim ""Aniaya"" dan Siasah Telah berkata segala syariat dan menerima ."	nominalised	1900s
1900	senang	Imam 393:17	newspapers	.... nama yang dipakai oleh manusia pada bermegah-megah dan memuji setengah mereka itu setengahnya. Maka jika demikian nyatalah khariah dan bebas itu kemuliaan dan kepujian dan	<w type=“target”>kesenangan</w>	. Muhammad Murtaji §	nominalised	1900s
1900	senang	Imam 417:17	newspapers	.. kepada perselisihan lagi menitahkan sekalian perintah yang telah membawa kepada muafakat dengan adat serta hukuman dan iaitu dalam tiap-tiap negeri di sini supaya <phr>menetapkan</phr>	<w type=“target”>kesenangan</w>	dan perdamaian serta membawa kepada kesentosaan. Adapun perang membawa jalan kebinasaan yang telah sudah tenang dirasai oleh mereka itu sekalian sebab tiap-tiap negeri ..	nominalised	1900s
1900	senang	Imam 417:27	newspapers	..... dan sahabat-sahabatnya iaitu sudah dirasai oleh sekalian kami ini maka dari sebab hal yang demikian tu seyogianya kedua pihak kita <phr>mencari</phr> kehidupan <phr>dengan</phr> perdamaian dan	<w type=“target”>kesenangan</w>	. Tuan Besar Komisaris Jeneral pun suka memberi kesenangan hidup kepada sekalian mereka itu kerana sudah 200 tahun Company Holland sudah bersahabat dengan mereka itu .....	nominalised	1900s
1900	senang	Imam 417:28	newspapers	.... kami ini maka dari sebab hal yang demikian tu seyogianya kedua pihak kita mencari kehidupan dengan perdamaian dan kesenangan. Tuan Besar Komisaris Jeneral pun suka <phr>memberi</phr>	<w type=“target”>kesenangan</w>	hidup kepada sekalian mereka itu kerana sudah 200 tahun Company Holland sudah bersahabat dengan mereka itu dengan mengerjakan jalan perniagaan dalam Tanah Sumatera serta	nominalised	1900s
1900	senang	Imam 418:24 .	newspapers	-lain tempat atau di sini yang akan menjadi kuli yang tetap serta pula nanti pedati dari Betawi dan keduanya puri sudah ada di sini akan mengangkat barang. Itulah akan <phr>membuat</phr>	<w type=“target”>kesenangan</w>	mereka itu <phr>daripada</phr> pekerjaan kuli tiap-tiap hari itu inilah akan membuangkan kesusahan yang lagi tinggal itu pun dihilangkan juga dan lagi pula Tuan Besar Komisaris ....	nominalised	1900s
1900	senang	Imam 419:7	newspapers	......... dalam perkara ini sebab-sebab menjagai perselisihan mereka itu yang telah biasa membawa kepada kebinasaan mereka itu sendiri supaya tiap-tiap negeri itu <phr>tinggal dengan</phr>	<w type=“target”>kesenangan</w>	dalam perdamaian akan membawa kepada kebajikan mereka itu oleh sebab itu patut pula mereka itu merobohkan* benteng-benteng dan parit-parit tiap-tiap luhak dan tiap-tiap .	nominalised	1900s
1900	senang	Imam 420:16	newspapers	. jika tiada menjadi banyak Company kerugian sekali sebab tidak Company mengambil hasil yang lainnya itu dengan tempat menjualkan barang-barang mereka itu nanti Company <phr>buatkan</phr>	<w type=“target”>kesenangan</w>	sebab kompeni berbuat gedung perniagaan di mana-mana tempat yang patut akan tempat menjual garam dan lain-lain perniagaan. Dan lagi kopi dan lada Company boleh beli ....	nominalised	1900s
1900	senang	Imam 420:31	newspapers	... itu lebih daripada perjanjian yang disebut itu sebab kepala-kepala orang Company salah mengertinya akan difikirkan jalan yang patut tempat <phr>mendapat</phr> perlabaan Company dengan	<w type=“target”>kesenangan</w>	kedua-dua pihak kerana inilah sekarang kami terangkan akan mereka itu perjanjian yang tersebut itu. Cukuplah menyampaikan kehendak Company sebab perjanjian itu lebih ....	nominalised	1900s
1900	senang	Imam 421:2	newspapers	.. atas beribu-ribu manusia dalam negeri Holland. Dengan ini menjadikan sentosa dalam negeri ini sebab inilah perintah dan maksud daripada daulat maharaja Holland yang <phr>mengasihi</phr>	<w type=“target”>kesenangan</w>	serta sekalian mereka itu di dalam negeri perintah akan perbagai. dengan harta dalam sekalian keuntungan dan perlabaan yang datang daripada seperti perintah bapa dengan .	nominalised	1900s
1900	senang	Imam 458:14	newspapers	...... kerana dapat penyakit sal “batuk” maka iktifak segala doktor-doktor akan penyakit itu dapat ianya kerana sangat kuat pada menuntut dengan tidak ianya memberi tempoh bagi	<w type=“target”>kesenangan</w>	<phr>tubuhnya</phr> hingga khabarnya beberapa kali dirampas oleh gurunya daripada tangannya kitab yang dibacanya pada waktu yang ditentukan murid bermain menjalankan darah. Dan ....	nominalised	1900s
1900	senang	Imam 459:15	newspapers	... Eropah , Kaedah Islam dipakai tak lupa , Sedang Islam lalai dan alpa | Jadilah lepas segala mereka , Daripada bahaya aniaya celaka , Terbit kepandaian bermacam neka , <phr>Jalan</phr>	<w type=“target”>kesenangan</w>	nyata terbuka | Memerintah mereka di muka bumi , Menawan segala Arab dan Ajam , Memperhambakan beberapa bangsa Islam , Senang sentosa di dalam alam | Menjadi raja di ....	nominalised	1900s
1900	senang	Imam 478:4	newspapers	... Lihat pula beberapa tempoh seruan tuan-tuan Strait Born Chinese meminta semua bangsa Cina menanggalkan ekornya daripada kepalanya dengan memberi cukup proof bagi <phr>faedah</phr> dan	<w type=“target”>kesenangan</w>	dengan harapan sampai jerit pekiknya itu kepada Emperor. Adakah benda yang dibawanya fikir itu tiada benar? Tetapi lihatlah betapa perbuatan menteri-menteri yang ........	nominalised	1900s
1900	senang	Imam 478:27	newspapers	kerajaan Melayu kita” dengan aturan kuasa raja “despotic monarchy” . Ditimbali pula oleh beberapa menteri yang pandai muslihat pada memberi sedap raja dan menghisap darah bagi	<w type=“target”>kesenangan</w>	<phr>mereka</phr> sendiri daripada faedah anak negeri. China itu kaya negerinya tetapi dengan sebab tadbir kerajaan yang di dalam tangan raja menteri yang memberi sedap raja dan ...	nominalised	1900s
1900	senang	Imam 480:14	newspapers	.... ia dalam kemuliaannya (itu seorang haknya) dan kesedapannya hanya terfikir sedikit pada hatinya keadaan rakyatnya bagaimana yang ada di hadapan matanya sama juga <phr>mempunyai</phr>	<w type=“target”>kesenangan</w>	sepertinya ialah mengikut tarafnya dan yang jauh dari pandangannya itu dengan hal semata-mata percaya mendengar bagi akuan sahaja “take for granted” . Tambahan pula .....	nominalised	1900s
1920	senang	PK 10:7a	newspapers	......... | Bilakah masa bilakah waktu? , bekerja membelah gunung dan batu. | Bekerjalah tuan muda teruna , ribut kesukaran datang menyerang , melainkan semua derita tak kurang. |	<w type=“target”>kesenangan</w>	<phr>negeri</phr> istimewa bangsa , dunia wei tuan sudah dewasa , Eropah, Amerika jangan dikata. | Jepun Afghan berarak-arak , fajar kemajuan belum terarak. | Kaum kita jadi .......	nominalised	1900s
1930	senang	S 8Feb30:8	newspapers	"...... akan balik kepada asal sedia kala menjadi papa kerana kesalahan sendiri"". Dan suatu surat dari Ipoh maksudnya menyatakan demikian: ""Terutama <phr>perniagaan</phr> barang pakaian dan"	<w type=“target”>kesenangan</w>	sekarang ini boleh dikata termakan modal sahaja, artinya seberapa laku digunakan bagi perbelanjaan makan; dua tiga orang kaum Melayu kita berjualan rempah-rempah barang .	nominalised	1900s
1930	senang	MG Mar30:5	newspapers	tak ada ambition, semuanya bangsa saya dan kaum saya. Jikalau saya menulis dan menceritakan darihal kampung saya sendiri pula apabila tiba pada tentang perkara ketenangan hati,	<w type=“target”>kesenangan</w>	<phr>hidup</phr> dan ambition, tentulah saya menulis demikian jua. Saya tidak sekali-kali ada mengatakan anak Pahang tiada ambition. Yang mengatakan demikian itu hanya angan-angan .	nominalised	1900s
1930	senang	MG Jun30:113	newspapers	.. semakin bertambah-tambah makmur dan terkaya daripada kedatangan perniagaan atau dagangan negeri asing, terutama sekali ialah barang-barang makanan bagi isi negeri ini, buat	<w type=“target”>kesenangan</w>	"<phr>rakyat</phr> semuanya. Dalam ""Show"" inilah juga suatu daripada peluang-peluang yang boleh kita meluaskan pandangan dan berfikir lebih jauh pada tentang berikhtiar bagaimananya"	nominalised	1900s
1930	senang	S 21Jun30:1	newspapers	itu tidak terbit ia melainkan daripada hati yang ada di dalamnya pengetahuan yang sempurna dan tidak hasil pengetahuan itu melainkan <phr>dengan syarat</phr> kekayaan (<phr>sekurang-kurangnya</phr>	<w type=“target”>kesenangan</w>	). Maka jalan yang membawa kepada kekayaan itu pada ghalibnya ialah dengan mulai jalan perniagaan. Daripada apa yang telah dibentangkan di sini, dapatlah Tuan-Tuan .......	nominalised	1900s
1930	senang	S 21Jun30:1	newspapers	.... sendiri daripada barang bangsa asing, kerana jika mendapat keuntungan si penjual itu daripada beliannya bahwa iaitu keuntungan bagi bangsanya. Jika senang dengan jalan itu	<w type=“target”>kesenangan</w>	<phr>bangsanya</phr>. Jika kaya ia kekayaan bangsanya. Jika mulia ia kemuliaan bangsanya. Maka kesenangan, kekayaan dan kemuliaan bangsa itu memudahkan sampainya kepada kemajuan, ..	nominalised	1900s
1930	senang	S 21Jun30:1	newspapers	... beliannya bahwa iaitu keuntungan bagi bangsanya. Jika senang dengan jalan itu kesenangan bangsanya. Jika kaya ia kekayaan bangsanya. Jika mulia ia kemuliaan bangsanya. Maka	<w type=“target”>kesenangan</w>	, kekayaan dan kemuliaan <phr>bangsa</phr> itu <phr>memudahkan</phr> sampainya kepada kemajuan, dan apabila kemajuan itu telah didapati sanya tidaklah diserukan atas nama seseorang atau .......	nominalised	1900s
1930	senang	MG Sep30:168	newspapers	........ oleh kabut pergaduhan dan kekacauan, berkelahi dan berperang-perang sama sendiri. Di negeri Russia, kehidupan anak-anak negerinya tersangat <phr>jauh daripada<phr> keamanan dan	<w type=“target”>kesenangan</w>	. Di Jerman, Perancis, England, dan Amerika Syarikat, bermillion-million manusia yang tiada dapat pekerjaan dan terpaksa diberi belanja oleh kerajaannya masing-masing ....	nominalised	1900s
1930	senang	S 25Apr31:8	newspapers	.... deras datangnya daripada sekalian bangsa-bangsa yang masuk kepada negeri ini dengan sehelai seluar dan segulung tikarnya kemudian daripada mereka itu telah <phr>mengecap nikmat</phr>	<w type=“target”>kesenangan</w>	<phr>di dalam</phr> tanahair watan datuk nenek moyang kita supaya tiada hanyut kita ke tengah harungan yang menelan akan nama kaum bangsa-bangsa ke dalam perutnya yang luas bagi ..	nominalised	1900s
1930	senang	S May31:?	newspapers	.. yang putih dan berdobi, kalau adapun yang hitam tetapi sutera, rambutnya selama di Tongsan kusut masai sahaja, sampai di sini telah menjadi wangi dan berbedak, <phr>cukupkah dengan</phr>	<w type=“target”>kesenangan</w>	yang begitu sahaja? Ah! Tidak! Melainkan dirungsingnya kita, disakiti, dihimpiti, hingga disampai kepada tempat yang terkebawah sekali. Lihat baktinya, umpamanya dia ....	nominalised	1900s
1930	senang	S 2May31:7	newspapers	. Cina) cukup makmur di Tanah Melayu ini. Kerja dapat, tanah dapat, jadi harta, beristerikan ibu-ibu Melayu dapat semua dapat dan dan ... di manakah bumi Allah yang begitu <phr>punya</phr>	<w type=“target”>kesenangan</w>	"<phr>bagi</phr> bangsa-bangsa lain? Aduh! Hancur luluh rasanya hati jika dikenang-kenang! Bacalah kitab bernama ""Iktikad Kemanusiaan"" yang dikarang oleh Yang Mulia Doktor Hamzah ..."	nominalised	1900s
1930	senang	S 9May31:1	newspapers	...... dan biasa pula berbuah dengan tiada sekali serampak dalam masing-masing tempat. Pada fikiran kita harga buahnya (walau semurah-murahnya sekalipun) akan boleh <phr>mendatangkan</phr>	<w type=“target”>kesenangan</w>	"dan hasil kepada tuannya. Tambahan pula ilmu ""science"" yang senantiasa diperolehi oleh manusia bagi membaiki kehidupan ramai di dalam dunia ini akan senantiasa bertambah"	nominalised	1900s
1930	senang	S 9May31:1	newspapers	..... tempat makan binatang!). Maka mencuailah mereka dengan berbagai-bagai perkataan yang menunjukkan kita hanya berolok-olok ataupun bermaksud memberi faham kepada mereka <phr>atas</phr>	<w type=“target”>kesenangan</w>	"yang mengambil masa beberapa tahun yang dikehendaki oleh mereka itu ialah minta tunjukkan jalan yang boleh menyenangkan dan melapangkan hidupan ""sekarang ini jua"". ......"	nominalised	1900s
1930	senang	S 16May31:1	newspapers	....... nama Tanah Melayu yang aman dan mewah makmur ini. Sekalian kaum Melayu telah sedar akan diri daripada kelalaian yang berapa lama oleh <phr>tertipu daya dengan</phr> kemakmuran dan	<w type=“target”>kesenangan</w>	"kehidupan mendapat rezeki dengan menang pagi dan petang sahaja, yang telah dipasak dan dimeteraikan oleh pengajaran yang tiada betul, ""sahajalah"". Apa-apa yang dapat (al-"	nominalised	1900s
1930	senang	S 1Aug31:5	newspapers	....... apa yang telah jadi pada dirinya macam manakah asalnya, sebab berani mereka membuatnya dan menuntut yang bukan haknya, ialah kerana mereka <phr>di dalam</phr> kekayaan, kemakmuran,	<w type=“target”>kesenangan</w>	dan kemegahan pula. Satu lagi di dalam kekejutan dan ketakutan, walau haknya itu sedengik sekalipun, tetapi oleh sebab kesingkatan pengetahuan dan kemalasan anak ........	nominalised	1900s
1930	senang	S 1Aug31:5	newspapers	.... sekalipun, tetapi oleh sebab kesingkatan pengetahuan dan kemalasan anak negerinya kepada serba aneka tertampaklah kemerbahayaan itu kepada anak-anak negeri dan <phr>kelihatanlah</phr>	<w type=“target”>kesenangan</w>	dan kerayaan itu kepada mereka-mereka yang datang ke mari buat memperusahakan diri kerana mencari kehidupan dan kekayaan. Ayuhai Tuan Pembaca yang budiman, betapakah ....	nominalised	1900s
1930	senang	S 20Aug31:6	newspapers	..... perkeliruan dan kesusahan segala isi negeri dan mereka-mereka yang berniaga itu. Maka adalah suatu jalan yang menolak kepayahan seperti yang tersebut itu dan <phr>mendatangkan</phr>	<w type=“target”>kesenangan</w>	dan faedah pada isi negeri iaitu biarlah segala negeri-negeri Melayu dan Selat muafakat supaya mengadakan suatu Pejabat Kastam bagi seluruh Tanah Melayu bagi mengutip ...	nominalised	1900s
1930	senang	S 20Aug31:6	newspapers	.... di taruh kastam dan jagaan. Sekiranya disyarikatkan Pejabat Kastam dengan persetujuan sekalian kerajaan negeri-negeri yang tersebut pada rundingan saya <phr>besarlah</phr> faedah dan	<w type=“target”>kesenangan</w>	<phr>bagi</phr> segala isi negeri oleh sebab perniagaannya boleh dibawa daripada setempat ke setempat di dalam tanah Melayu dengan tiada bercukai atau apa-apa sekatan. Dan lagi, ...	nominalised	1900s
1930	senang	S Oct31:?	newspapers	.. sama pemerintah bangsa-bangsa yang tersebut mau turut juga, sedang mereka hidup senang yang bumiputera hidup susah? (Maksud penulis ialah buat bandingnya bukannya hasad kerana	<w type=“target”>kesenangan</w>	<phr>mereka</phr>) tak dikata anak bumiputera masih bodoh, penyegan, pelatut, pemalas, dungu, walhal mereka sudah mendapat pelajaran atas kudrat, bukannya tiga puluh tahun dahulu. .	nominalised	1900s
1930	senang	WM 3Dec31:4	newspapers	.. itu, 5,000 orang Melayu, selebihnya itu lain bangsa yang mencari kehidupan kepada orang Melayu. Sungguhpun semasa ini zaman meleset, tetapi orang di mukim itu masih <phr>di dalam</phr>	<w type=“target”>kesenangan</w>	lagi, sebab apa? Kerana lebih 80 peratus daripada anak Melayunya mempunyai tanah sawah apa lagi kebun getah, dusun durian dan kelapa. Maka mukim ini diperintahkan oleh ..	nominalised	1900s
1930	senang	S 9Mar32:5	newspapers	...... dia kebaikannya itu? Kita sudah memang ketahui ada pun ghalibnya tabiat orang Melayu itu suka senang dan tak suka susah, barangkali ialah sebab sudah biasa terlatih <phr>dalam</phr>	<w type=“target”>kesenangan</w>	<phr>di dalam</phr> negeri kita yang sangat makmur ini. Maka oleh sebab yang demikian itu jaranglah kita dapati orang kita itu mau mencuba membuat apa-apa pekerjaan yang susah dan .	nominalised	1900s
1930	senang	S 9Mar32:5	newspapers	.. itu jaranglah kita dapati orang kita itu mau mencuba membuat apa-apa pekerjaan yang susah dan berat walaupun diketahuinya pekerjaan itu boleh <phr>membawa akan dia akhirnya kepada</phr>	<w type=“target”>kesenangan</w>	. Dan lagi, satu sifat Melayu yang ghalib ialah besar hati, maka dengan sebab sifat ini tidaklah ia mau mengerjakan sesuatu pekerjaan yang rendah atau kecil sebab katanya	nominalised	1900s
1930	senang	M 7Apr32:6	newspapers	...... bukan menjadi nama kemasyhuran dan manfaat diri sendiri. Tetapi atas nama bangsa yang telah abhi [?] cintai bersama-sama darah daging, kita kata terang-terang <phr>apa gunanya</phr>	<w type=“target”>kesenangan</w>	, kekayaan, kemuliaan, kalau kaum bangsa kita Melayu terhina. Bahkan samalah kita terhina sekali, aduhai! Bangsa Melayu memang terpandang rendah dan hina daripada segala .	nominalised	1900s
1930	senang	S 7May32:5	newspapers	.... mau pun tuntutan ugama atau kemanusiaannya. Yang keempat anak-anak ketiga-tiga bahagi yang di atas ini yang sedang lagi di dalam sekolah dengan <phr>berangan-angankan</phr> <phr>salah satu</phr>	<w type=“target”>kesenangan</w>	<phr>yang dipersukakan oleh</phr> ibu bapa mereka itu dan cadangan-cadangan hendak menjawat salah satu jawatan tinggi di dalam pejabat kerajaan negerinya dan menggantikan ibu bapa .	nominalised	1900s
1930	senang	M 18Jul32:6	newspapers	.. yang besar ke atas kaum kita wahai nasib badan! Kesedaran dan Tanggungan. Wahai Tuan-Tuan Pembaca! Kaum kita makin sehari semakin sayup dan terjauh dengan hal cara kekayaan,	<w type=“target”>kesenangan</w>	dan kepandaian; habis tahun berganti tahun, begitulah juga semakin beransur undurnya ke belakang lagi; kerbau dari manalah dapat menahannya! Peluang mana kita nanti? ....	nominalised	1900s
1930	senang	S 10Aug32:6	newspapers	§ Kesatuan Negeri-Negeri Melayu. Pada muka 7 di dalam bilangan Saudara hari ini, ada kita muatkan satu rencana yang panjang oleh Tuan Pengarang Pengasuh di atas perkara	<w type=“target”>kesenangan</w>	<phr>negeri-negeri Melayu</phr>. Daripada membaca tulisannya itu, dapatlah kita faham bahwa ia bersetujulah disatukan negeri-negeri Melayu itu kesemuanya, tetapi hendaklah mengikut	nominalised	1900s
1930	senang	S 10Aug32:7	newspapers	..... sedia. Dan lagi, setengah daripada cadangan yang terutama itu ialah hendak menyatukan beberapa pejabat, seumpama kastam, post dan telegraf dan lain-lainnya supaya <phr>memberi</phr>	<w type=“target”>kesenangan</w>	dan kecermatan yang berguna sekali kepada semua negeri Melayu, baik negeri Negeri-Negeri Melayu Yang Bersekutu dan baik pun Negeri-Negeri Melayu Yang Belum Bersekutu, ...	nominalised	1900s
1930	senang	S 10Aug32:7	newspapers	..... kita jikalau pemerintah tiap-tiap negeri Melayu tiada bersetuju pada membangunkan kesatuan negeri-negeri Melayu dengan satu ikatan perjanjian yang amat teguh, dan <phr>memberi</phr>	<w type=“target”>kesenangan</w>	dan kebebasan kepada rakyat-rakyat ini negerinya yang berbangsa Melayu. Maka di atas muslihat ini, maka sekiranya pemerintah-pemerintah negeri Melayu bersetuju pada .....	nominalised	1900s
1930	senang	S 17Aug32:6	newspapers	....-Sultan Negeri-Negeri Melayu itu, tetapi orang-orang bangsa asing yang sudah diberi betis hendak paha pula itu rupanya tidak berpuasa hati daripada kemakmuran kekayaan dan	<w type=“target”>kesenangan</w>	<phr>yang telah diperoleh</phr> oleh mereka itu <phr>di dalam</phr> negeri kita yang di bawah naungan keadilan British ini. Maka berkehendaklah pula mereka itu kesenangan yang terlebih lagi ..	nominalised	1900s
1930	senang	S 17Aug32:6	newspapers	... kemakmuran kekayaan dan kesenangan yang telah diperoleh oleh mereka itu di dalam negeri kita yang di bawah naungan keadilan British ini. Maka <phr>berkehendaklah</phr> pula mereka itu	<w type=“target”>kesenangan</w>	<phr>yang terlebih lagi</phr> daripada apa yang telah didapati oleh mereka itu, bahkan tidak difikirkan oleh mereka pelik hal mereka itu mengatakan negeri ini bukannya negeri ......	nominalised	1900s
1930	senang	S 17Aug32:6	newspapers	. bahkan tidak difikirkan oleh mereka pelik hal mereka itu mengatakan negeri ini bukannya negeri Melayu! Tetapi ialah negeri mereka sama! Sebab konon merekalah yang <phr>menyebabkan</phr>	<w type=“target”>kesenangan</w>	<phr>negeri</phr> dan kemakmuran negeri ini dan di atas mewah-mewah ini jugalah mereka telah membangunkan tuntutan mereka itu hendak memiliki hak di atas negeri kita ini sama ......	nominalised	1900s
1930	senang	MG Sep32:223	newspapers	....... Oleh itu kita berani kata disebabkan musim yang susah wang ini, nyatalah anak-anak bangsa asing di negeri ini leka berbuat-buat dan mengadakan <phr>jalan pencariannya untuk</phr>	<w type=“target”>kesenangan</w>	bagi hidupnya menurut peredaran masa. Dalil keterangan ini boleh kita lihat di dalam pertunjukan itu kita dapati rupa-rupa barang yang diperagakan oleh bangsa-bangsa ....	nominalised	1900s
1930	senang	M 1Sep32:5	newspapers	".... keadaan kita Melayu pada kedudukan dan pekerti. Mulanya kita sangat segan mengeja hal keadaan kita sendiri pada masa kita mengatakan ""Mimpi Yang Belum Bermakna"" itu. Tetapi"	<w type=“target”>kesenangan</w>	<phr>kita</phr> itu rupanya boleh jadi <phr>mengelirukan</phr> faham rakan-rakan kita. Sekarang cuba perhatikan Conference orang baru diadakan di kota ini yang kita muatkan di dalam salah ...	nominalised	1900s
1930	senang	M 5Sep32:5	newspapers	..... iaitu masa perubahan baru dan masa kebangkitan persekutuan bangsa dagang yang besar yang akan berdiri dan bekerja memperlindungkan muslihat mereka serta <phr>menuntut hak untuk</phr>	<w type=“target”>kesenangan</w>	mereka dari setingkat ke setingkat lagi ke atas. Ada pun batin kita selamanya sangkut dengan Raja-Raja dan dengan kerajaan. Sebab itulah orang-orang Melayu am belum .....	nominalised	1900s
1930	senang	S 29Sep32:7	newspapers	supaya mata kita terbuka buat memandang akan keadaan umat yang telah menerima kelazatan dan memegang teraju kemajuan itu yang mana mereka itu telah mendapat menduduki <phr>mahligai</phr>	<w type=“target”>kesenangan</w>	dan bermahkotakan kesentosaan hidup, di dalamnya bangsa asing yang telah kita pandang sebagaimana jadi, dan kesenangan mereka itu di masa kini; padahal keadaan mereka ...	nominalised	1900s
1930	senang	S 29Sep32:7	newspapers	.. yang mana mereka itu telah mendapat menduduki mahligai kesenangan dan bermahkotakan kesentosaan hidup, di dalamnya bangsa asing yang telah kita pandang sebagaimana jadi, dan	<w type=“target”>kesenangan</w>	"<phr>mereka</phr> itu di masa kini; padahal keadaan mereka itu tidak berlebihan daripada sifat kita kaum Melayu sebagaimana seorang yang bersifat ""manusia"", otak kita kaum Melayu .."	nominalised	1900s
